"","Trade.Name","City","Reviews","Number_of_Reviews"
"14305","ABDOU KINGS DELI","NEW YORK",4.6,7
"14306","HANNAFORD 8372","UTICA",4.3,321
"14307","LIVERPOOL FOOD MARKET","LIVERPOOL",0,0
"14308","GRISTEDES 59","NEW YORK",3.7,101
"14309","HARRY&IDAS MEAT&SUPPLY","NEW YORK",4.5,208
"14310","OXFORD 3 DELI GROCERY","NEW YORK",4.3,9
"14311","ALDI 83","NIAGARA FALLS",4.5,583
"14312","C TOWN","NEW YORK",0,0
"14313","K MART #7777","NEW YORK",3.7,757
"14314","DUANE READE 14239","NEW YORK",3.4,34
"14315","7 ELEVEN STORE # 39392B","NEW YORK",0,0
"14316","JAPAN PREMIUM BEEF","NEW YORK",4.8,41
"14317","MORTON WILLIAMS SUPERMA","NEW YORK",0,0
"14318","FLORENTINE PASTRY SHOP","UTICA",4.5,145
"14319","EL BARRIO SUPERETTE","NEW YORK",4.3,19
"14320","TAINO SUNRISE","NEW YORK",0,0
"14321","RITE AID 1913","YOUNGSTOWN",0,0
"14322","VITAMIN SHOPPE #2","NEW YORK",0,0
"14323","SMILEYS","NEW YORK",3.7,15
"14324","RITE AID 10818","NORTH TONAWANDA",0,0
"14325","LUCKY CORNER DELI & PRO","NEW YORK",4.5,6
"14326","BAGELS ON THE SQUARE","NEW YORK",0,0
"14327","GRISTEDES 597","NEW YORK",3.5,118
"14328","OMAISI GOURMET DELI","NEW YORK",4.4,7
"14329","SUSHI NARA EXPRESS","NEW YORK",4.3,307
"14330","MILANO MARKET","NEW YORK",4.2,190
"14331","SISTERS DELI GROCERY","NEW YORK",0,0
"14332","TERRYS GOURMET","NEW YORK",4,25
"14333","NEUHAUS","NEW YORK",0,0
"14334","FRESH GRILL DELI","NEW YORK",5,2
"14335","EXPRESS","NEW YORK",0,0
"14336","SYUKAKU WESTSIDE SPRMKT","NEW YORK",4.3,NA
"14337","C & D DOLLAR DEAL","NEW YORK",0,0
"14338","OLIVE OASIS DELI CAFE","NEW YORK",4.4,18
"14339","CHOCOLATE WORKS - UPPER","NEW YORK",0,0
"14340","FAMILY DOLLAR #7136","NEW YORK",3.9,160
"14341","O & B RANCH DELI GROCER","NEW YORK",3.6,33
"14342","RITE AID PHARMACY 04202","NEW YORK",0,0
"14343","PEOPLES PLACE GOURMET D","NEW YORK",0,0
"14344","EDIBLE ARRANGEMENTS","NEW YORK",0,0
"14345","DUANE READE 14480","NEW YORK",3.1,46
"14346","C-TOWN","NEW YORK",0,0
"14347","MERCADITO GROCERY","NEW YORK",0,0
"14348","SEA BREEZE FISH MARKET","NEW YORK",4.6,74
"14349","SUNRISE MART SOHO","NEW YORK",4.4,565
"14350","JS MANAGEMENT","NEW YORK",1.7,14
"14351","M & K CANDY AND GROCERY","NEW YORK",0,0
"14352","WHOLE FOODS SEED&MILL","NEW YORK",0,0
"14353","WEST ST MINI MART","UTICA",0,0
"14354","PELAEZ PRODUCE","NEW YORK",4.3,4
"14355","514 HUDSON GROCERY & DE","NEW YORK",4.5,4
"14356","RAYS SUPER DELI","NEW YORK",3.5,52
"14357","TOUBA AFRICAN MKT DRESS","NEW YORK",0,0
"14358","NYC FRESH MARKET","NEW YORK",0,0
"14359","SUSHI MARU EXPRESS","NEW YORK",5,NA
"14360","VAQUERO DELI GROCERY","NEW YORK",0,0
"14361","R.J. DELI GROCERY","NEW YORK",0,0
"14362","WALGREENS #3438","NIAGARA FALLS",3.5,21
"14363","MISCELANEA NY","NEW YORK",0,0
"14364","HEAVENLY MARKETS","NEW YORK",0,0
"14365","KASSIM FOOD MARKET","NEW YORK",0,0
"14366","ANAN GOURMET DELI","NEW YORK",5,5
"14367","TREEHAUS","NEW YORK",4.2,346
"14368","7TH AVE HARLEM FOOD","NEW YORK",0,0
"14369","C TOWN","NEW YORK",0,0
"14370","LITTLE INDIA MARKET","NEW YORK",4.2,292
"14371","DI CAMILLO BAKERY","NIAGARA FALLS",0,0
"14372","EATALY","NEW YORK",0,0
"14373","7 ELEVEN STORE #35642A","NEW YORK",0,0
"14374","7-ELEVEN #35144H","NORTH TONAWANDA",0,0
"14375","FINE FARE FRESH","NEW YORK",0,0
"14376","DEBS CONVENIENCE MART","SYRACUSE",3.6,23
"14377","FU LONG SEAFOOD WHOLESA","NEW YORK",0,0
"14378","GLOBAL CONVENIENCE STOR","NEW YORK",2.7,3
"14379","M&H MARKET","UTICA",0,0
"14380","SUNSHINE FOOD MARKET","NEW YORK",4,NA
"14381","MOE GOURMET DELI","NEW YORK",4.4,39
"14382","JNJ ROLLS @ DAGOSTINO S","NEW YORK",4,155
"14383","WOOPS!","NEW YORK",0,0
"14384","KENYA & JADE MEXICAN ST","NEW YORK",0,0
"14385","KARAMA DELI&GROCERY","NEW YORK",0,0
"14386","SANTA GROCERY DELI","NEW YORK",4.3,46
"14387","FINE FARE","NEW YORK",0,0
"14388","BAKED BY MELISSA","NEW YORK",0,0
"14389","ACE SUSHI","NEW YORK",0,0
"14390","GARDEN OF EDEN","NEW YORK",4.1,151
"14391","KEY FOOD 566","NEW YORK",4.1,648
"14392","FAMILY DISCOUNT 99 PLUS","NEW YORK",0,0
"14393","CLIFFS LOCAL MARKET","CLINTON",0,0
"14394","GERTRUDE HAWK CHOCOLATE","DEWITT",4.2,36
"14395","BROADWAY FARM","NEW YORK",3.5,102
"14396","HANA MART NY","NEW YORK",4.3,NA
"14397","SOHO NEW INTERNATIONAL","NEW YORK",4.8,26
"14398","SABATINOS PIZZA&DELI","SYRACUSE",3.6,171
"14399","DI CAMILLO BAKERY","NIAGARA FALLS",0,0
"14400","MID WESTSIDE CONV STORE","NEW YORK",4.6,5
"14401","DOLLAR TREE #07161","SYRACUSE",0,0
"14402","ANWAR GROCERY","NEW YORK",0,0
"14403","NICHOLAS DISCOUNT","NEW YORK",0,0
"14404","KONG WAH BAKERY","NEW YORK",3.4,14
"14405","LUNA GOURMET DELI GROCE","NEW YORK",4.4,10
"14406","KING CHONG FOOD MARKET","NEW YORK",0,0
"14407","MORTON WILLIAMS SUPRMKT","NEW YORK",0,0
"14408","WHOLESOME FACTORY","ROOSEVELT ISLAND",2.4,10
"14409","FINE FARE","NEW YORK",0,0
"14410","LOS VECINOS MINI MARKET","NEW YORK",0,0
"14411","LA MAISON DU CHOCOLAT","NEW YORK",0,0
"14412","NATURAL FRESH MARKET","NEW YORK",0,0
"14413","MI BARRIO BUTCHER","NEW YORK",4.3,8
"14414","FALLS VILLAGE MARKET","ORISKANY FALLS",3.8,5
"14415","LA LUNA MINI DELI","NEW YORK",4.7,50
"14416","CHAPMANS MARKET","MIDDLEPORT",4.7,6
"14417","DOLLAR GENERAL 8333","LOCKPORT",4.3,180
"14418","SPEEDWAY #07822","NEW YORK",0,0
"14419","JUICE PRESS","NEW YORK",0,0
"14420","RAFFETTOS","NEW YORK",4.8,162
"14421","LYNCOURT GROCERY OUTLET","SYRACUSE",4.5,51
"14422","MSN CANDY GROCERY","NEW YORK",4.6,11
"14423","MURRY HILL MINI MART","NEW YORK",0,0
"14424","HUDSON & CHARLES","NEW YORK",0,0
"14425","NICE N EASY GROCERY SHO","CLAY",0,0
"14426","KIN SHING TRADING","NEW YORK",0,0
"14427","MI BANDERA GROCERIES &","NEW YORK",4.2,625
"14428","STEWARTS SHOP 132","WATERVILLE",0,0
"14429","RITE AID PHARMACY 04798","NEW YORK",0,0
"14430","VITAMIN SHOPPE THE","NEW YORK",0,0
"14431","JUICE PRESS EQ11","NEW YORK",0,0
"14432","ORENS DAILY ROAST","NEW YORK",0,0
"14433","DUANE READE 14134","NEW YORK",2.8,40
"14434","POSEIDON BAKERY","NEW YORK",4.6,74
"14435","DYLANS CANDY BAR","NEW YORK",0,0
"14436","121 LENOX GOURMET DELI","NEW YORK",4.7,7
"14437","FORTUNE MEAT MARKET","NEW YORK",5,4
"14438","LIFETHYME NATURAL MARKE","NEW YORK",4.3,180
"14439","TARGET 2380","NEW YORK",0,0
"14440","SUSHI AT GOURMET GARAGE","NEW YORK",0,0
"14441","GEDDES PLAZA GROCERY","SYRACUSE",3.7,22
"14442","JUICE PRESS @  ADIDAS","NEW YORK",4,NA
"14443","VEGAN GROCERY STORE THE","NORTH TONAWANDA",4.8,84
"14444","FAMILY DOLLAR 5322","NIAGARA FALLS",0,0
"14445","KIMS FISH MARKET","NEW YORK",0,0
"14446","MY SWEET DELI MARKET","NEW YORK",4.7,3
"14447","SALVATORES ITALIAN BKRY","NEW HARTFORD",4.7,37
"14448","JOES GROCERY","NEW YORK",0,0
"14449","PERRY&11TH STREET","NEW YORK",4.5,421
"14450","AMISH MARKET","NEW YORK",4.4,338
"14451","RAMSES II DELI","NEW YORK",4.9,27
"14452","JL GROCERY","NEW YORK",0,0
"14453","RIVER BEND CANDY STORE","NEW YORK",0,0
"14454","JP 144 GROCERY","NEW YORK",0,0
"14455","GRILL 24 GOURMET DELI","NEW YORK",0,0
"14456","1630A NEW YORK GROCERY","NEW YORK",0,0
"14457","METROPOLITAN GOURMET DE","NEW YORK",4.8,NA
"14458","OXFORD DELI GROCERY","NEW YORK",4.3,9
"14459","LAKELAND MINI MART","SYRACUSE",4.6,10
"14460","SUPERDURO SUPERMARKET","NEW YORK",4.3,32
"14461","LM GROCERY","NEW YORK",4.4,39
"14462","HUNG KEE FOOD MARKET","NEW YORK",2.5,2
"14463","OLYMPIAN GOODS & EMILIO","NEW YORK",0,0
"14464","HEAVENLY MARKET & CAFE","NEW YORK",3.5,51
"14465","SAMIR IMPORTED FOODS","SYRACUSE",4.3,139
"14466","MURRAYS CHEESE","NEW YORK",4.7,758
"14467","MOBIL EXPRESS","NIAGARA FALLS",0,0
"14468","HURD ORCHARDS","HOLLEY",4.6,89
"14469","GOSHEN MOBIL","GOSHEN",0,0
"14470","GALACIA GROCERIES","MIDDLETOWN",0,0
"14471","101 HALAL DELI & GRILL","SOUTH RICHMOND HIL",4,24
"14472","SAMS SUPER SAVER","SYRACUSE",4,20
"14473","WATUSI MARKET","SYRACUSE",4.9,13
"14474","COMLEYS COUNTRY CREAMER","MEXICO",5,18
"14475","THE STATION COUNTRY STO","FORESTPORT",4.5,110
"14476","EVEREST ASIAN MARKET","SYRACUSE",5,NA
"14477","DOLLAR GENERAL #14992","OTEGO",4.1,122
"14478","TOPS XPRESS #54","DEWITT",0,0
"14479","DONS OWN FLOWER SHOP","GENEVA",3.8,27
"14480","KINNEY DRUGS 64","EAST SYRACUSE",4,19
"14481","JOSEPHS WAYSIDE MARKET","NAPLES",4.7,95
"14482","ZZ DELI GROCERY","NEW YORK",0,0
"14483","WEGMANS 1","LIVERPOOL",0,0
"14484","SOUTH ST CONVENIENT ST","NEWBURGH",0,0
"14485","RITE AID #10552","MONROE",0,0
"14486","XTRA MART 1631","BREWSTER",2.8,4
"14487","WAGNER FARMS","ROME",4.6,77
"14488","MAN IN THE MOON","OSWEGO",4.8,39
"14489","WEST PARK DELI","NEW YORK",0,0
"14490","SYRACUSE UPSTATE MARKET","SYRACUSE",3.7,38
"14491","WEST NY 500","NEW YORK",0,0
"14492","NICE N EASY GROCERY SHO","BOONVILLE",0,0
"14493","BRIGHTON GROCERY","SYRACUSE",5,3
"14494","ALDI 25","PULASKI",0,0
"14495","DREWVILLE MART","BREWSTER",3.7,3
"14496","FAIR DELI MART","SYRACUSE",4.7,237
"14497","ANGELS GROCERY&BAKERY","NEWBURGH",4.8,9
"14498","YOGI BEAR AT JELLY STON","GARRATTSVILLE",3.9,122
"14499","DOLLAR TREE #5289","ROME",0,0
"14500","QUICKWAY 24","CHERRY VALLEY",0,0
"14501","BROADWAY FARM OF NEWBRG","NEWBURGH",4.1,70
"14502","SPEEDWAY #07670","LIVERPOOL",0,0
"14503","DOLLAR GENERAL 8183","LOCKPORT",0,0
"14504","BETZIS MINI MARKET","PATTERSON",0,0
"14505","MICKS DELI&GROCERY","OTISVILLE",4.3,74
"14506","STEWARTS SHOP #454","ROME",0,0
"14507","LAMEXICANA","FULTON",0,0
"14508","SPEEDWAY #07740","CANANDAIGUA",4.7,12
"14509","SONBYRNE SALES #13","SKANEATELES",0,0
"14510","ROCCO GUALTIERIS ITALIA","ROME",0,0
"14511","QUICK SHOP EXPRESS","NEWBURGH",5,4
"14512","ALDI #18","FULTON",0,0
"14513","A & A MART","SYRACUSE",5,2
"14514","BYRNE DAIRY #116 CAMPIO","NEW HARTFORD",3.1,8
"14515","WILLIAM VERAS BODEGA","NEW YORK",0,0
"14516","6TH AVENUE GOURMET","MONROE",0,0
"14517","DNZ","NIAGARA FALLS",0,0
"14518","SINGH PETROLEUM","NORTH SYRACUSE",0,0
"14519","CROSBYS 40005","KENDALL",0,0
"14520","SS MILL FOOD MART","MIDDLETOWN",0,0
"14521","MOBIL ON THE RUN","MONROE",0,0
"14522","FASTRAC MARKET 265","ROME",0,0
"14523","T GRANA&SON","NIAGARA FALLS",5,4
"14524","DOLLAR GENERAL #6343","CLINTON",0,0
"14525","VICTORS MINI MARKET","MIDDLETOWN",0,0
"14526","BIG LOTS #1181","NEWBURGH",4,359
"14527","A PLUS #40427H","SYRACUSE",0,0
"14528","HALL APPLE FARM","LOCKPORT",4.7,24
"14529","ROMA SAUSAGE","UTICA",4.7,261
"14530","LA JALISCIENSE GROCERY","NEWBURGH",4.2,26
"14531","QUICK PICK DELI MART","GENEVA",0,0
"14532","PAULS BIG M 870","OSWEGO",4.2,347
"14533","SPEEDWAY LLC","MARCELLUS",0,0
"14534","ALDI 36","YORKVILLE",0,0
"14535","K&A GROCERY DELI","NEWBURGH",0,0
"14536","SAMMYS 2","FULTON",0,0
"14537","CITGO FOOD MART","NEWBURGH",0,0
"14538","B&D'S CREEKSIDE GROCERY","WATERPORT",3.9,12
"14539","CROSBYS 40029","GASPORT",2.6,8
"14540","NIAGARA LNDNG WINE CELS","LOCKPORT",4.2,56
"14541","SWEET EXPRESSIONS","CANANDAIGUA",4.8,49
"14542","FAMILY DOLLAR #3822","UTICA",4,94
"14543","BIG LOTS #1769","NIAGARA FALLS",4.1,215
"14544","SAVE A LOT","PORT JERVIS",4,124
"14545","BJS WHOLESALE CLUB 116","VICTOR",0,0
"14546","INTERNATIONAL GRCY&MUSI","UTICA",0,0
"14547","TASTE THE WORLD","OSWEGO",0,0
"14548","DOLLAR GENERAL #18377","KENDALL",0,0
"14549","ONEILLS ORCHARD","LAFAYETTE",4.7,35
"14550","L & C DELI STORE","NEWBURGH",3.4,8
"14551","NOJAIM BROS MARCELLUS","MARCELLUS",4.5,221
"14552","CONSUMERS BEVERAGES","LOCKPORT",4.6,168
"14553","MINOA SUNOCO","EAST SYRACUSE",3.6,5
"14554","FLORYS MOBIL","MAHOPAC",4,137
"14555","FER-REAL FOODS","MONROE",0,0
"14556","F OLIVERS OILS&VINEGARS","CANANDAIGUA",4.7,32
"14557","SENECA KNOLLS BIG M","SYRACUSE",4.1,202
"14558","PRICE RITE #236","SYRACUSE",0,0
"14559","ZAID ADNAN","SYRACUSE",0,0
"14560","DOLLAR GENERAL #12222","MONROE",0,0
"14561","KINNEY DRUGS 47","MEXICO",0,0
"14562","STEWARTS SHOP 434","HOLLAND PATENT",4,13
"14563","A PLUS #40256H","BALDWINSVILLE",0,0
"14564","HADA MARKET","UTICA",0,0
"14565","LEAF","VICTOR",0,0
"14566","NIAGARA PRODUCE LOCKPRT","LOCKPORT",4.7,626
"14567","YELLOW BANANA","NEW YORK",4.4,43
"14568","76 FOOD MART","NEWBURGH",1,2
"14569","BIG 3 DELI","NEWBURGH",4.5,33
"14570","EWAY EXPRESS MART","SYRACUSE",0,0
"14571","SUNOCO A PLUS","NEWBURGH",0,0
"14572","DELTA-SONIC CARWASH","SYRACUSE",0,0
"14573","6TH AVENUE GOURMET","MONROE",0,0
"14574","RISE & SHINE","OSWEGO",3,6
"14575","FLOWS WILLOW FARM","HOLLEY",0,0
"14576","BOSCO&GEERS","OSWEGO",4.7,237
"14577","APPLE FARM THE","VICTOR",4.4,259
"14578","SPEEDWAY #07585","SYRACUSE",0,0
"14579","918 ALBANY STREET","UTICA",0,0
"14580","EXPRESS MART #368/SPEED","FARMINGTON",0,0
"14581","MAKE SENSE SHOP","PULASKI",0,0
"14582","BRIDGE SNACK SHOP","NEWBURGH",0,0
"14583","CHAMBERS STREET DELI AN","NEWBURGH",0,0
"14584","CROSBYS 40018","RANSOMVILLE",0,0
"14585","NICE N EASY GROCERY SHO","VERNON",4,2
"14586","STEWARTS SHOP 388","OSWEGO",3.8,13
"14587","WATT FARMS COUNTRY MKT","ALBION",4.3,89
"14588","PAULITAS GRCY DELI II","MIDDLETOWN",0,0
"14589","EXPRESS LANE MART","SYRACUSE",3.8,21
"14590","INSPIRE MOORE WINERY","NAPLES",4.7,40
"14591","DELLAS CHOCOLATES","MEDINA",5,10
"14592","GULF MART","NORTH TONAWANDA",4.2,17
"14593","DOLLAR GENERAL 9030","NEDROW",3.8,263
"14594","ASSURED EDGE SOLUTIONS","GENEVA",0,0
"14595","CLIFFS LOCAL MARKET","FULTON",4,NA
"14596","ALDI 4","SYRACUSE",0,0
"14597","MARIA HOT FOOD & GRCY","SYRACUSE",0,0
"14598","ALMRTHAK CORNER STORE","NEWBURGH",0,0
"14599","SUPER QUICK DELI MART","MIDDLETOWN",0,0
"14600","WALDEN SUNOCO","WALDEN",4,60
"14601","KK FOODLAND","VERNON",0,0
"14602","KHABRA","LOCKPORT",0,0
"14603","CONVENIENT ONE STOP","LOCKPORT",4.7,52
"14604","BRAY & BRAY","NIAGARA FALLS",0,0
"14605","STEWARTS SHOP 232","ONEONTA",4.2,16
"14606","DOLLAR GENERAL #13281","NEW WINDSOR",4,59
"14607","KIND COFFEE CO THE","SYRACUSE",4.8,63
"14608","401 MINI MART","UTICA",0,0
"14609","GOLD BACK 3 DELI","NEWBURGH",3.1,10
"14610","FOOD MART","EAST SYRACUSE",0,0
"14611","RYDAN MARKET","SYRACUSE",0,0
"14612","RAMAH GREEN VALLEY","NORTH TONAWANDA",0,0
"14613","SAVE A LOT 45062","CANANDAIGUA",0,0
"14614","COOPERSTOWN NATURAL FDS","COOPERSTOWN",4.7,35
"14615","7 ELEVEN STORE #35140A","NIAGARA FALLS",0,0
"14616","STEWARTS SHOP 440","BOONVILLE",4.3,8
"14617","DOLLAR GENERAL 9112","VERNON",4.4,131
"14618","RAMZI MARKET","SYRACUSE",4,23
"14619","QUICK CHEK #109","FLORIDA",5,4
"14620","STOP ONE FOOD MARKET","SYRACUSE",4.1,22
"14621","A.L.T. FUEL & FOOD","SYRACUSE",4.3,20
"14622","NEW DAY COFFEE ROASTERS","N TONAWANDA",4.9,29
"14623","SPEEDWAY #07584","SYRACUSE",0,0
"14624","NORTH ST ENTERPRISE","NEWBURGH",3.8,218
"14625","FAMILY DOLLAR #8964","NEWBURGH",0,0
"14626","CHAMPS MINI MART","MEDINA",4.6,10
"14627","FAMILY DOLLAR 6620","NIAGARA FALLS",4,43
"14628","NATURAL LINK THE","LEWISTON",5,19
"14629","ZOWWYS","MIDDLETOWN",5,3
"14630","WOOGIES DELI","PORT JERVIS",4.4,86
"14631","SUNRISE CONVENIENCE","SYRACUSE",2.5,2
"14632","BLOOMING GROVE GAS & MA","NEW WINDSOR",0,0
"14633","WALGREENS #09414","N SYRACUSE",4.1,15
"14634","SENSHINE MARKET","UTICA",4.8,10
"14635","ALDI STORE #37","UTICA",0,0
"14636","EZ FOOD MART","ONEONTA",0,0
"14637","RITE AID #10766","SYRACUSE",0,0
"14638","BETTER BRITTLE","SYRACUSE",0,0
"14639","FAMILY DOLLAR STORE #28","MEDINA",0,0
"14640","MIGHTY BITES","SYRACUSE",0,0
"14641","BYRNE DAIRY #122 CANAND","CANANDAIGUA",4.3,110
"14642","FAMILY DOLLAR 2634","GENEVA",3.7,56
"14643","CLINTON CIDER MILL","CLINTON",4.8,156
"14644","SAENGSUN","COLD SPRING",0,0
"14645","MILLERS BULK FOOD & BAK","MEDINA",4.8,814
"14646","KWIK MART OF MIDDLETOWN","MIDDLETOWN",0,0
"14647","SUNOCO #40212H","BALDWINSVILLE",2.5,2
"14648","ARROW MART","NAPLES",0,0
"14649","BRICK CITY MARKET","SYRACUSE",5,NA
"14650","RITE AID 1537","LOCKPORT",3.4,7
"14651","A PLUS #40209H","CANANDAIGUA",0,0
"14652","PARK CIRCLE CONVENIENCE","MIDDLETOWN",3.6,7
"14653","NICE N EASY GROCERY SHO","BREWERTON",4.3,29
"14654","SUNSET MINI MART","LOCKPORT",4.1,9
"14655","TOWFIK SHOPPING CENTER","SYRACUSE",0,0
"14656","GULF EXPRESS","NEW WINDSOR",0,0
"14657","ARROW MART","LEWISTON",0,0
"14658","OASIS IMPORTED FOODS","SYRACUSE",4.7,101
"14659","SEDRA MARKET","SYRACUSE",1,2
"14660","MOON LIGHT BURMESE FOOD","UTICA",0,0
"14661","ABC MART","MIDDLETOWN",5,NA
"14662","WARD SUNOCO","MONTGOMERY",4,61
"14663","ZAID GOURMET","NEW YORK",4,14
"14664","CVS PHARMACY 05034","COOPERSTOWN",2.8,8
"14665","CROSBYS #40096","LOCKPORT",3,NA
"14666","SABS","SYRACUSE",3.7,159
"14667","RITE AID 650","NORTH TONAWANDA",3.7,14
"14668","BIMBO BAKERIES USA","SYRACUSE",4.3,3
"14669","GILBERTSVILLE VALUE WAY","GILBERTSVILLE",4.8,28
"14670","ALDI","FAYETTEVILLE",0,0
"14671","MYERS MOBIL MART","SYRACUSE",0,0
"14672","FIVE CORNERS FOOD MART","MIDDLETOWN",0,0
"14673","MARKS FOODS 2","NIAGARA FALLS",4.2,69
"14674","STEWARTS SHOP 337","MAYBROOK",3.8,9
"14675","BALWI FOOD MART","SYRACUSE",4,NA
"14676","GILL PETROLEUM MART","COLD SPRING",0,0
"14677","THE NEWBURGH OASIS","NEWBURGH",3.8,6
"14678","PIT STOP #8","OSWEGO",0,0
"14679","MUHAREM MARKET","UTICA",4.5,21
"14680","WATSONS CANDIES","VICTOR",4.6,30
"14681","KINNEY DRUGS #84","CLINTON",0,0
"14682","DOLLAR GENERAL #15408","EAST SYRACUSE",0,0
"14683","RICKS SFD&GRMT SPCLTYS","MAHOPAC",0,0
"14684","RITE AID 10796","ONEONTA",0,0
"14685","RITE AID #00156","MIDDLETOWN",0,0
"14686","GULF EXPRESS","NEW WINDSOR",0,0
"14687","RITE AID #02783","GENEVA",0,0
"14688","FASTRAC MARKET 201","OSWEGO",4,8
"14689","MIDDLE EAST SUPERMARKET","SYRACUSE",0,0
"14690","CHESTNUT MART INC-3 COL","WARWICK",0,0
"14691","SAMS MART","NEW WINDSOR",4.9,9
"14692","RUSHCO","RUSHVILLE",4.7,46
"14693","FIVE CORNERS MARKET","NEWBURGH",0,0
"14694","HATZLUCAH MEAT MARKET","MONROE",0,0
"14695","PREET FOOD MART","PINE ISLAND",0,0
"14696","DOLLAR GENERAL 8443","PULASKI",0,0
"14697","DOLLAR TREE #06496","MEDINA",0,0
"14698","CM - 75 BROOKSIDE AVE","CHESTER",0,0
"14699","YMJ EXPRESS","NEW YORK",0,0
"14700","3 BROTHERS MARKET","NEWBURGH",0,0
"14701","TOPS EXPRESS #59","LEWISTON",0,0
"14702","RITE AID 1538","LEWISTON",0,0
"14703","RITE AID 10550","MIDDLETOWN",0,0
"14704","WESTFIELD MARKETPLACE","NEW YORK",3.7,51
"14705","AFC SUSHI @ PRICE CHOPP","SYRACUSE",4.1,NA
"14706","DOLLAR TREE #06822","WHITESBORO",4.8,5
"14707","DISCOUNT RETAIL FOOD","UTICA",0,0
"14708","CVS PHARMACY 02361","MIDDLETOWN",0,0
"14709","CLIFFS LOCAL MARKET","DEWITT",0,0
"14710","HTOO FAMILY FOOD MARKET","UTICA",0,0
"14711","YUMMILICIOUS DELI","NEW YORK",0,0
"14712","J&J MINI MART","SYRACUSE",2.5,12
"14713","ALBION SAVE A LOT","ALBION",4.4,224
"14714","ADIRONDACK CHEESE CO","CLINTON",4.7,30
"14715","WESTSIDE SUPERMARKET","NEW YORK",0,0
"14716","SAMMYS MINI MARKET","FULTON",4.1,44
"14717","MILFORD CORNER STORE","MILFORD",4.4,7
"14718","COURT STREET MARKET","UTICA",4.9,10
"14719","SUNOCO A PLUS","LIVERPOOL",0,0
"14720","YORKK FOOD & CONV STORE","NEW YORK",4.3,9
"14721","CUMBERLAND FARMS 1587","SALISBURY MILLS",3.5,17
"14722","HGS ENTERPRISES","TABERG",0,0
"14723","KINNEY DRUGS #45","RICHFIELD SPRINGS",4.4,16
"14724","KEENS CONVIENCE","SYRACUSE",4.4,7
"14725","TA-GA SOKE","BLOSSVALE",0,0
"14726","LAFAMIGLIA BOSSONE SAUS","UTICA",5,11
"14727","APHONE FOODS","SYRACUSE",4.5,6
"14728","DOLLAR TREE #4436","MONROE",0,0
"14729","EXPRESS MART #319/SPEED","GENEVA",0,0
"14730","ALDI 15","ROME",0,0
"14731","KWIK MART","GREENWOOD LAKE",5,NA
"14732","WEGMANS 74","GENEVA",0,0
"14733","SAVE A LOT","NIAGARA FALLS",0,0
"14734","HANNAFORD 8344","PINE BUSH",4.4,402
"14735","WESTERN MINI MART 106","CANANDAIGUA",4.3,110
"14736","HANS MINI MART","SYRACUSE",4.2,5
"14737","WHOLEFOODSMARKET #10236","NEW YORK",0,0
"14738","EXPRESS MART #328/SPEED","SYRACUSE",0,0
"14739","OTISVILLE MART","OTISVILLE",4.1,7
"14740","7 ELEVEN STORE #35134A","NIAGARA FALLS",0,0
"14741","CLIFFS LOCAL MARKET","ROME",0,0
"14742","LAKESIDE BEACH","WATERPORT",4.4,390
"14743","SOUTH MINI MART","SYRACUSE",2.3,3
"14744","MIRABITOS","FULTON",0,0
"14745","LORENZOS WHOLESALE FDS","SYRACUSE",4.9,7
"14746","WHOLE FOODS MARKET","NEW YORK",0,0
"14747","EXPRESS MART #381/SPEED","MANLIUS",0,0
"14748","9W FOOD MART","NEWBURGH",0,0
"14749","5 LOAVES MINI MART","LOCKPORT",3.7,7
"14750","ABBOTT FARMS","BALDWINSVILLE",4.2,423
"14751","MIRABITO STORE #64","PARISH",0,0
"14752","RHITA GROCERY & DELI","NEWBURGH",5,2
"14753","QUICKWAY 23","SCHENEVUS",4,2
"14754","GETTY MART","MIDDLETOWN",0,0
"14755","KIRBYS CIDER MILL","ALBION",0,0
"14756","STEWARTS SHOP 327","MIDDLETOWN",3.5,12
"14757","HELENAS MEDITERRANEAN C","SYRACUSE",4.5,18
"14758","YOUNG LION BREWING CO","CANANDAIGUA",4.7,85
"14759","FILL N FLY PETROLEUM","SYRACUSE",3,2
"14760","OLLIES BARGAIN OUTLET","CICERO",4.3,575
"14761","MICHAELS WALL OF DISCNT","FLORIDA",4.5,663
"14762","ROCKLAND BAKERY","NEWBURGH",4.4,114
"14763","MONHAGEN MINI MART","MIDDLETOWN",0,0
"14764","FASTRAC MARKET 219","MEXICO",0,0
"14765","NORTH SALINA MINI MART","SYRACUSE",4.3,43
"14766","FASTRAC MARKET 220","GENEVA",0,0
"14767","GREEN ALE MARKET","SYRACUSE",3.8,4
"14768","WALGREENS 01214","NEW YORK",3,35
"14769","ALL AMERICAN MARKET CNY","SYRACUSE",4.9,8
"14770","MA & PAS SNACKS","LIVERPOOL",0,0
"14771","WHOLE FOODS MARKET","NEW YORK",0,0
"14772","FEDERAL MEATS","NIAGARA FALLS",4.4,15
"14773","FAMILY DOLLAR 9089","PHELPS",4,51
"14774","DOLLAR TREE #5715","SYRACUSE",4.3,106
"14775","RITE AID #10736","CICERO",0,0
"14776","NAPLES APOTHECARY","NAPLES",5,7
"14777","REMSEN COUNTRY BAKERY","REMSEN",3.9,20
"14778","KAYUTA LAKE CAMPGROUND","FORESTPORT",0,0
"14779","PINE FUEL STATION","NIAGARA FALLS",0,0
